trace,capacity,policy,misses,hit_rate,match_lru,match_blind_oracle,match_predictive_marker,predictor_fraction,fallback_fraction,tie_fraction,avg_lambda,calibration_mean_pcal,calibration_active_contexts
data/example_unweighted.json,2,atlas_v1,10,0.0,1.0,0.125,0.25,,,,,,
data/example_unweighted.json,2,atlas_v2,10,0.0,1.0,0.125,0.25,,,,,,
data/example_unweighted.json,2,atlas_v3,10,0.0,1.0,0.125,0.25,0.0,0.0,1.0,0.35,,
data/example_unweighted.json,2,atlas_cga_v1,10,0.0,1.0,0.125,0.25,0.0,0.0,1.0,0.3253971081002331,0.40625,1
data/example_unweighted.json,2,lru,10,0.0,1.0,0.125,0.25,,,,,,
data/example_unweighted.json,2,blind_oracle,8,0.2,0.16666666666666666,1.0,0.5,,,,,,
data/example_unweighted.json,2,predictive_marker,8,0.2,0.3333333333333333,0.5,1.0,,,,,,
data/example_unweighted.json,2,trust_and_doubt,8,0.2,0.16666666666666666,0.8333333333333334,0.3333333333333333,,,,,,
data/example_unweighted.json,3,atlas_v1,6,0.4,1.0,0.0,0.0,,,,,,
data/example_unweighted.json,3,atlas_v2,6,0.4,1.0,0.0,0.0,,,,,,
data/example_unweighted.json,3,atlas_v3,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.35,,
data/example_unweighted.json,3,atlas_cga_v1,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.3454040404040404,0.45833333333333337,1
data/example_unweighted.json,3,lru,6,0.4,1.0,0.0,0.0,,,,,,
data/example_unweighted.json,3,blind_oracle,5,0.5,0.0,1.0,1.0,,,,,,
data/example_unweighted.json,3,predictive_marker,5,0.5,0.0,1.0,1.0,,,,,,
data/example_unweighted.json,3,trust_and_doubt,5,0.5,0.0,1.0,1.0,,,,,,
data/example_unweighted.json,4,atlas_v1,4,0.6,0.0,0.0,0.0,,,,,,
data/example_unweighted.json,4,atlas_v2,4,0.6,0.0,0.0,0.0,,,,,,
data/example_unweighted.json,4,atlas_v3,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
data/example_unweighted.json,4,atlas_cga_v1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
data/example_unweighted.json,4,lru,4,0.6,0.0,0.0,0.0,,,,,,
data/example_unweighted.json,4,blind_oracle,4,0.6,0.0,0.0,0.0,,,,,,
data/example_unweighted.json,4,predictive_marker,4,0.6,0.0,0.0,0.0,,,,,,
data/example_unweighted.json,4,trust_and_doubt,4,0.6,0.0,0.0,0.0,,,,,,
data/example_atlas_v1.json,2,atlas_v1,8,0.2,0.5,0.16666666666666666,0.6666666666666666,,,,,,
data/example_atlas_v1.json,2,atlas_v2,8,0.2,0.3333333333333333,0.3333333333333333,0.5,,,,,,
data/example_atlas_v1.json,2,atlas_v3,9,0.1,0.5714285714285714,0.0,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.4754,,
data/example_atlas_v1.json,2,atlas_cga_v1,10,0.0,1.0,0.25,0.75,0.0,0.625,0.375,0.3493371212121212,0.4825757575757576,5
data/example_atlas_v1.json,2,lru,10,0.0,1.0,0.25,0.75,,,,,,
data/example_atlas_v1.json,2,blind_oracle,10,0.0,0.25,1.0,0.0,,,,,,
data/example_atlas_v1.json,2,predictive_marker,9,0.1,0.8571428571428571,0.0,1.0,,,,,,
data/example_atlas_v1.json,2,trust_and_doubt,9,0.1,0.42857142857142855,0.14285714285714285,0.5714285714285714,,,,,,
data/example_atlas_v1.json,3,atlas_v1,7,0.3,0.5,0.0,0.25,,,,,,
data/example_atlas_v1.json,3,atlas_v2,7,0.3,0.5,0.0,0.25,,,,,,
data/example_atlas_v1.json,3,atlas_v3,7,0.3,0.5,0.0,0.25,0.5,0.25,0.25,0.4608333333333333,,
data/example_atlas_v1.json,3,atlas_cga_v1,8,0.2,0.8,0.0,0.0,0.2,0.4,0.4,0.34957575757575754,0.4909090909090909,5
data/example_atlas_v1.json,3,lru,9,0.1,1.0,0.0,0.16666666666666666,,,,,,
data/example_atlas_v1.json,3,blind_oracle,8,0.2,0.0,1.0,0.0,,,,,,
data/example_atlas_v1.json,3,predictive_marker,7,0.3,0.25,0.0,1.0,,,,,,
data/example_atlas_v1.json,3,trust_and_doubt,6,0.4,0.0,0.0,0.3333333333333333,,,,,,
data/example_atlas_v1.json,4,atlas_v1,6,0.4,1.0,0.0,0.0,,,,,,
data/example_atlas_v1.json,4,atlas_v2,6,0.4,1.0,0.0,0.0,,,,,,
data/example_atlas_v1.json,4,atlas_v3,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.44625,,
data/example_atlas_v1.json,4,atlas_cga_v1,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.35,0.49696969696969695,5
data/example_atlas_v1.json,4,lru,6,0.4,1.0,0.0,0.0,,,,,,
data/example_atlas_v1.json,4,blind_oracle,7,0.3,0.0,1.0,0.0,,,,,,
data/example_atlas_v1.json,4,predictive_marker,5,0.5,0.0,0.0,1.0,,,,,,
data/example_atlas_v1.json,4,trust_and_doubt,5,0.5,0.0,0.0,1.0,,,,,,
stress::predictor_good_lru_bad,2,atlas_v1,7,0.3,0.6,0.2,0.6,,,,,,
stress::predictor_good_lru_bad,2,atlas_v2,7,0.3,0.6,0.2,0.6,,,,,,
stress::predictor_good_lru_bad,2,atlas_v3,7,0.3,0.6,0.2,0.6,0.4,0.0,0.6,0.6639999999999999,,
stress::predictor_good_lru_bad,2,atlas_cga_v1,9,0.1,1.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.7142857142857143,0.343983682983683,0.444551282051282,2
stress::predictor_good_lru_bad,2,lru,9,0.1,1.0,0.2857142857142857,0.42857142857142855,,,,,,
stress::predictor_good_lru_bad,2,blind_oracle,9,0.1,0.2857142857142857,1.0,0.14285714285714285,,,,,,
stress::predictor_good_lru_bad,2,predictive_marker,8,0.2,0.5,0.16666666666666666,1.0,,,,,,
stress::predictor_good_lru_bad,2,trust_and_doubt,7,0.3,0.6,0.2,0.6,,,,,,
stress::predictor_good_lru_bad,3,atlas_v1,7,0.3,1.0,0.0,0.5,,,,,,
stress::predictor_good_lru_bad,3,atlas_v2,7,0.3,1.0,0.0,0.5,,,,,,
stress::predictor_good_lru_bad,3,atlas_v3,7,0.3,1.0,0.0,0.5,0.0,0.0,1.0,0.7,,
stress::predictor_good_lru_bad,3,atlas_cga_v1,7,0.3,1.0,0.0,0.5,0.0,0.0,1.0,0.34285586635586635,0.4653846153846154,2
stress::predictor_good_lru_bad,3,lru,7,0.3,1.0,0.0,0.5,,,,,,
stress::predictor_good_lru_bad,3,blind_oracle,7,0.3,0.0,1.0,0.0,,,,,,
stress::predictor_good_lru_bad,3,predictive_marker,6,0.4,0.6666666666666666,0.0,1.0,,,,,,
stress::predictor_good_lru_bad,3,trust_and_doubt,6,0.4,0.3333333333333333,0.0,0.6666666666666666,,,,,,
stress::predictor_good_lru_bad,4,atlas_v1,4,0.6,0.0,0.0,0.0,,,,,,
stress::predictor_good_lru_bad,4,atlas_v2,4,0.6,0.0,0.0,0.0,,,,,,
stress::predictor_good_lru_bad,4,atlas_v3,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
stress::predictor_good_lru_bad,4,atlas_cga_v1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
stress::predictor_good_lru_bad,4,lru,4,0.6,0.0,0.0,0.0,,,,,,
stress::predictor_good_lru_bad,4,blind_oracle,4,0.6,0.0,0.0,0.0,,,,,,
stress::predictor_good_lru_bad,4,predictive_marker,4,0.6,0.0,0.0,0.0,,,,,,
stress::predictor_good_lru_bad,4,trust_and_doubt,4,0.6,0.0,0.0,0.0,,,,,,
stress::predictor_bad_lru_good,2,atlas_v1,9,0.1,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,2,atlas_v2,8,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,,,
stress::predictor_bad_lru_good,2,atlas_v3,9,0.1,0.0,1.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.6485714285714286,,
stress::predictor_bad_lru_good,2,atlas_cga_v1,6,0.4,1.0,0.0,1.0,0.0,1.0,0.0,0.3517234848484848,0.5208333333333334,2
stress::predictor_bad_lru_good,2,lru,6,0.4,1.0,0.0,1.0,,,,,,
stress::predictor_bad_lru_good,2,blind_oracle,9,0.1,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,2,predictive_marker,6,0.4,1.0,0.0,1.0,,,,,,
stress::predictor_bad_lru_good,2,trust_and_doubt,6,0.4,1.0,0.0,1.0,,,,,,
stress::predictor_bad_lru_good,3,atlas_v1,8,0.2,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,3,atlas_v2,8,0.2,0.2,0.8,0.0,,,,,,
stress::predictor_bad_lru_good,3,atlas_v3,8,0.2,0.0,1.0,0.0,0.6,0.0,0.4,0.6759999999999999,,
stress::predictor_bad_lru_good,3,atlas_cga_v1,6,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.35047138047138043,0.5075757575757576,2
stress::predictor_bad_lru_good,3,lru,6,0.4,1.0,0.0,0.0,,,,,,
stress::predictor_bad_lru_good,3,blind_oracle,8,0.2,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,3,predictive_marker,6,0.4,0.0,0.0,1.0,,,,,,
stress::predictor_bad_lru_good,3,trust_and_doubt,6,0.4,0.0,0.0,0.3333333333333333,,,,,,
stress::predictor_bad_lru_good,4,atlas_v1,7,0.3,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,4,atlas_v2,7,0.3,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,4,atlas_v3,7,0.3,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.69,,
stress::predictor_bad_lru_good,4,atlas_cga_v1,6,0.4,1.0,0.0,0.5,0.0,1.0,0.0,0.35,0.5,2
stress::predictor_bad_lru_good,4,lru,6,0.4,1.0,0.0,0.5,,,,,,
stress::predictor_bad_lru_good,4,blind_oracle,7,0.3,0.0,1.0,0.0,,,,,,
stress::predictor_bad_lru_good,4,predictive_marker,6,0.4,0.5,0.0,1.0,,,,,,
stress::predictor_bad_lru_good,4,trust_and_doubt,6,0.4,0.0,0.0,0.5,,,,,,
stress::mixed_regime,2,atlas_v1,8,0.2,0.3333333333333333,0.3333333333333333,0.5,,,,,,
stress::mixed_regime,2,atlas_v2,9,0.1,0.8571428571428571,0.0,0.42857142857142855,,,,,,
stress::mixed_regime,2,atlas_v3,8,0.2,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46176666666666666,,
stress::mixed_regime,2,atlas_cga_v1,10,0.0,1.0,0.25,0.25,0.0,0.625,0.375,0.34787878787878784,0.47954545454545455,5
stress::mixed_regime,2,lru,10,0.0,1.0,0.25,0.25,,,,,,
stress::mixed_regime,2,blind_oracle,9,0.1,0.2857142857142857,1.0,0.14285714285714285,,,,,,
stress::mixed_regime,2,predictive_marker,9,0.1,0.2857142857142857,0.14285714285714285,1.0,,,,,,
stress::mixed_regime,2,trust_and_doubt,8,0.2,0.3333333333333333,0.3333333333333333,0.5,,,,,,
stress::mixed_regime,3,atlas_v1,7,0.3,0.75,0.0,0.75,,,,,,
stress::mixed_regime,3,atlas_v2,7,0.3,0.75,0.0,0.75,,,,,,
stress::mixed_regime,3,atlas_v3,7,0.3,0.75,0.0,0.75,0.25,0.5,0.25,0.42,,
stress::mixed_regime,3,atlas_cga_v1,7,0.3,1.0,0.0,0.75,0.0,0.75,0.25,0.34946969696969693,0.48863636363636365,4
stress::mixed_regime,3,lru,7,0.3,1.0,0.0,0.75,,,,,,
stress::mixed_regime,3,blind_oracle,6,0.4,0.0,1.0,0.0,,,,,,
stress::mixed_regime,3,predictive_marker,7,0.3,0.75,0.0,1.0,,,,,,
stress::mixed_regime,3,trust_and_doubt,6,0.4,0.3333333333333333,0.0,0.6666666666666666,,,,,,
stress::mixed_regime,4,atlas_v1,4,0.6,0.0,0.0,0.0,,,,,,
stress::mixed_regime,4,atlas_v2,4,0.6,0.0,0.0,0.0,,,,,,
stress::mixed_regime,4,atlas_v3,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
stress::mixed_regime,4,atlas_cga_v1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
stress::mixed_regime,4,lru,4,0.6,0.0,0.0,0.0,,,,,,
stress::mixed_regime,4,blind_oracle,4,0.6,0.0,0.0,0.0,,,,,,
stress::mixed_regime,4,predictive_marker,4,0.6,0.0,0.0,0.0,,,,,,
stress::mixed_regime,4,trust_and_doubt,4,0.6,0.0,0.0,0.0,,,,,,
stress::regime_shift,2,atlas_v1,10,0.16666666666666666,0.25,0.25,0.375,,,,,,
stress::regime_shift,2,atlas_v2,10,0.16666666666666666,0.5,0.375,0.5,,,,,,
stress::regime_shift,2,atlas_v3,10,0.16666666666666666,0.25,0.25,0.375,0.625,0.0,0.375,0.6399999999999999,,
stress::regime_shift,2,atlas_cga_v1,10,0.16666666666666666,1.0,0.5,0.375,0.0,0.375,0.625,0.346666958041958,0.4686147186147186,2
stress::regime_shift,2,lru,10,0.16666666666666666,1.0,0.5,0.375,,,,,,
stress::regime_shift,2,blind_oracle,10,0.16666666666666666,0.5,1.0,0.0,,,,,,
stress::regime_shift,2,predictive_marker,9,0.25,0.42857142857142855,0.0,1.0,,,,,,
stress::regime_shift,2,trust_and_doubt,8,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,,,,,,
stress::regime_shift,3,atlas_v1,6,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,
stress::regime_shift,3,atlas_v2,6,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,
stress::regime_shift,3,atlas_v3,6,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.7,,
stress::regime_shift,3,atlas_cga_v1,6,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.35,0.5,2
stress::regime_shift,3,lru,6,0.5,1.0,0.0,0.3333333333333333,,,,,,
stress::regime_shift,3,blind_oracle,6,0.5,0.0,1.0,0.3333333333333333,,,,,,
stress::regime_shift,3,predictive_marker,6,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,
stress::regime_shift,3,trust_and_doubt,9,0.25,0.16666666666666666,0.0,0.16666666666666666,,,,,,
stress::regime_shift,4,atlas_v1,6,0.5,0.5,0.5,0.5,,,,,,
stress::regime_shift,4,atlas_v2,6,0.5,0.5,0.5,0.5,,,,,,
stress::regime_shift,4,atlas_v3,6,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.7,,
stress::regime_shift,4,atlas_cga_v1,6,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.35,0.5,2
stress::regime_shift,4,lru,6,0.5,1.0,0.0,0.0,,,,,,
stress::regime_shift,4,blind_oracle,6,0.5,0.0,1.0,0.5,,,,,,
stress::regime_shift,4,predictive_marker,7,0.4166666666666667,0.0,0.3333333333333333,1.0,,,,,,
stress::regime_shift,4,trust_and_doubt,9,0.25,0.0,0.0,0.2,,,,,,
stress::confidence_miscalibrated,2,atlas_v1,10,0.0,1.0,0.25,0.25,,,,,,
stress::confidence_miscalibrated,2,atlas_v2,10,0.0,1.0,0.25,0.25,,,,,,
stress::confidence_miscalibrated,2,atlas_v3,10,0.0,1.0,0.25,0.25,0.0,0.375,0.625,0.2559375,,
stress::confidence_miscalibrated,2,atlas_cga_v1,10,0.0,1.0,0.25,0.25,0.0,0.375,0.625,0.3465530303030303,0.46303418803418805,3
stress::confidence_miscalibrated,2,lru,10,0.0,1.0,0.25,0.25,,,,,,
stress::confidence_miscalibrated,2,blind_oracle,10,0.0,0.25,1.0,0.125,,,,,,
stress::confidence_miscalibrated,2,predictive_marker,7,0.3,0.4,0.2,1.0,,,,,,
stress::confidence_miscalibrated,2,trust_and_doubt,7,0.3,0.4,0.4,0.6,,,,,,
stress::confidence_miscalibrated,3,atlas_v1,5,0.5,1.0,0.0,1.0,,,,,,
stress::confidence_miscalibrated,3,atlas_v2,5,0.5,1.0,0.0,1.0,,,,,,
stress::confidence_miscalibrated,3,atlas_v3,5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.2683333333333333,,
stress::confidence_miscalibrated,3,atlas_cga_v1,5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.35,0.5,3
stress::confidence_miscalibrated,3,lru,5,0.5,1.0,0.0,1.0,,,,,,
stress::confidence_miscalibrated,3,blind_oracle,8,0.2,0.0,1.0,0.0,,,,,,
stress::confidence_miscalibrated,3,predictive_marker,5,0.5,1.0,0.0,1.0,,,,,,
stress::confidence_miscalibrated,3,trust_and_doubt,5,0.5,1.0,0.0,1.0,,,,,,
stress::confidence_miscalibrated,4,atlas_v1,5,0.5,1.0,0.0,0.0,,,,,,
stress::confidence_miscalibrated,4,atlas_v2,5,0.5,1.0,0.0,0.0,,,,,,
stress::confidence_miscalibrated,4,atlas_v3,5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.36749999999999994,,
stress::confidence_miscalibrated,4,atlas_cga_v1,5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.35,0.5,3
stress::confidence_miscalibrated,4,lru,5,0.5,1.0,0.0,0.0,,,,,,
stress::confidence_miscalibrated,4,blind_oracle,6,0.4,0.0,1.0,0.0,,,,,,
stress::confidence_miscalibrated,4,predictive_marker,5,0.5,0.0,0.0,1.0,,,,,,
stress::confidence_miscalibrated,4,trust_and_doubt,5,0.5,0.0,0.0,1.0,,,,,,
