trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,tie_mode,atlas_tie_epsilon,atlas_adaptive_tie_coef
stress::predictor_bad_lru_good,4,fixed_eps=0.1,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,fixed,0.1,0.0
stress::predictor_bad_lru_good,4,adaptive_c=0.0,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,adaptive,0.0,0.0
stress::predictor_bad_lru_good,4,adaptive_c=0.25,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,adaptive,0.0,0.25
stress::predictor_bad_lru_good,4,adaptive_c=0.5,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,adaptive,0.0,0.5
stress::mixed_regime,2,fixed_eps=0.0,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,fixed,0.0,0.0
stress::mixed_regime,2,fixed_eps=0.01,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,fixed,0.01,0.0
stress::mixed_regime,2,fixed_eps=0.05,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,fixed,0.05,0.0
stress::mixed_regime,2,fixed_eps=0.1,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,fixed,0.1,0.0
stress::mixed_regime,2,adaptive_c=0.0,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,adaptive,0.0,0.0
stress::mixed_regime,2,adaptive_c=0.25,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,adaptive,0.0,0.25
stress::mixed_regime,2,adaptive_c=0.5,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,adaptive,0.0,0.5
stress::mixed_regime,3,fixed_eps=0.0,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,fixed,0.0,0.0
stress::mixed_regime,3,fixed_eps=0.01,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,fixed,0.01,0.0
stress::mixed_regime,3,fixed_eps=0.05,7,0.3,0.0,0.5,0.5,0.75,0.0,0.25,4,0,0,0,0,0.7,fixed,0.05,0.0
stress::mixed_regime,3,fixed_eps=0.1,7,0.3,0.0,0.5,0.5,0.75,0.0,0.25,4,0,0,0,0,0.7,fixed,0.1,0.0
stress::mixed_regime,3,adaptive_c=0.0,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,adaptive,0.0,0.0
stress::mixed_regime,3,adaptive_c=0.25,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,adaptive,0.0,0.25
stress::mixed_regime,3,adaptive_c=0.5,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,adaptive,0.0,0.5
stress::mixed_regime,4,fixed_eps=0.0,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.0,0.0
stress::mixed_regime,4,fixed_eps=0.01,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.01,0.0
stress::mixed_regime,4,fixed_eps=0.05,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.05,0.0
stress::mixed_regime,4,fixed_eps=0.1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.1,0.0
stress::mixed_regime,4,adaptive_c=0.0,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,adaptive,0.0,0.0
stress::mixed_regime,4,adaptive_c=0.25,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,adaptive,0.0,0.25
stress::mixed_regime,4,adaptive_c=0.5,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,adaptive,0.0,0.5
stress::regime_shift,2,fixed_eps=0.0,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,fixed,0.0,0.0
stress::regime_shift,2,fixed_eps=0.01,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,fixed,0.01,0.0
stress::regime_shift,2,fixed_eps=0.05,11,0.08333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.8888888888888888,2,3,0,0,0,0.52,fixed,0.05,0.0
stress::regime_shift,2,fixed_eps=0.1,11,0.08333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.8888888888888888,2,3,0,0,0,0.52,fixed,0.1,0.0
stress::regime_shift,2,adaptive_c=0.0,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,adaptive,0.0,0.0
stress::regime_shift,2,adaptive_c=0.25,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,adaptive,0.0,0.25
stress::regime_shift,2,adaptive_c=0.5,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,adaptive,0.0,0.5
stress::regime_shift,3,fixed_eps=0.0,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,fixed,0.0,0.0
stress::regime_shift,3,fixed_eps=0.01,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,fixed,0.01,0.0
stress::regime_shift,3,fixed_eps=0.05,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,fixed,0.05,0.0
stress::regime_shift,3,fixed_eps=0.1,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,fixed,0.1,0.0
stress::regime_shift,3,adaptive_c=0.0,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,adaptive,0.0,0.0
stress::regime_shift,3,adaptive_c=0.25,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,adaptive,0.0,0.25
stress::regime_shift,3,adaptive_c=0.5,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,adaptive,0.0,0.5
stress::regime_shift,4,fixed_eps=0.0,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,fixed,0.0,0.0
stress::regime_shift,4,fixed_eps=0.01,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,fixed,0.01,0.0
stress::regime_shift,4,fixed_eps=0.05,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,fixed,0.05,0.0
stress::regime_shift,4,fixed_eps=0.1,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,fixed,0.1,0.0
stress::regime_shift,4,adaptive_c=0.0,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,adaptive,0.0,0.0
stress::regime_shift,4,adaptive_c=0.25,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,adaptive,0.0,0.25
stress::regime_shift,4,adaptive_c=0.5,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,adaptive,0.0,0.5
stress::confidence_calibrated,2,fixed_eps=0.0,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,fixed,0.0,0.0
stress::confidence_calibrated,2,fixed_eps=0.01,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,fixed,0.01,0.0
stress::confidence_calibrated,2,fixed_eps=0.05,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,fixed,0.05,0.0
stress::confidence_calibrated,2,fixed_eps=0.1,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,fixed,0.1,0.0
stress::confidence_calibrated,2,adaptive_c=0.0,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,adaptive,0.0,0.0
stress::confidence_calibrated,2,adaptive_c=0.25,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,adaptive,0.0,0.25
stress::confidence_calibrated,2,adaptive_c=0.5,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,adaptive,0.0,0.5
stress::confidence_calibrated,3,fixed_eps=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_calibrated,3,fixed_eps=0.01,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_calibrated,3,fixed_eps=0.05,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_calibrated,3,fixed_eps=0.1,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_calibrated,3,adaptive_c=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_calibrated,3,adaptive_c=0.25,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_calibrated,3,adaptive_c=0.5,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.5
stress::confidence_calibrated,4,fixed_eps=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_calibrated,4,fixed_eps=0.01,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_calibrated,4,fixed_eps=0.05,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_calibrated,4,fixed_eps=0.1,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_calibrated,4,adaptive_c=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_calibrated,4,adaptive_c=0.25,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_calibrated,4,adaptive_c=0.5,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.5
stress::confidence_miscalibrated,2,fixed_eps=0.0,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_miscalibrated,2,fixed_eps=0.01,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_miscalibrated,2,fixed_eps=0.05,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_miscalibrated,2,fixed_eps=0.1,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_miscalibrated,2,adaptive_c=0.0,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_miscalibrated,2,adaptive_c=0.25,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_miscalibrated,2,adaptive_c=0.5,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,adaptive,0.0,0.5
stress::confidence_miscalibrated,3,fixed_eps=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_miscalibrated,3,fixed_eps=0.01,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_miscalibrated,3,fixed_eps=0.05,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_miscalibrated,3,fixed_eps=0.1,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_miscalibrated,3,adaptive_c=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_miscalibrated,3,adaptive_c=0.25,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_miscalibrated,3,adaptive_c=0.5,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.5
stress::confidence_miscalibrated,4,fixed_eps=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_miscalibrated,4,fixed_eps=0.01,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_miscalibrated,4,fixed_eps=0.05,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_miscalibrated,4,fixed_eps=0.1,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_miscalibrated,4,adaptive_c=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_miscalibrated,4,adaptive_c=0.25,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_miscalibrated,4,adaptive_c=0.5,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.5
