job_label,instance_id,mode,ranking_mode,k,alphabet,trace_len,chain_count,sum_I,eta_pair,lemma1_pass,lemma2_pass,lemma3_pass,all_pass,violation_count,trace
campaign_smoke_task0_smoke,100,random,near_tie,5,6,84,0,0,0,True,True,True,True,0,"p5,p5,p5,p5,p5,p5,p4,p5,p5,p5,p2,p0,p3,p0,p5,p3,p3,p2,p3,p2,p0,p0,p5,p3,p0,p3,p3,p1,p2,p2,p1,p5,p1,p2,p1,p2,p1,p0,p5,p1,p1,p1,p3,p3,p3,p4,p1,p5,p3,p4,p3,p5,p3,p3,p3,p2,p4,p5,p5,p0,p4,p3,p5,p2,p1,p4,p3,p0,p0,p2,p2,p2,p3,p0,p2,p0,p0,p0,p0,p2,p0,p0,p0,p2"
campaign_smoke_task0_smoke,101,random,near_tie,6,14,112,1,0,0,False,False,True,False,2,"p6,p6,p6,p6,p4,p6,p6,p6,p6,p4,p4,p6,p6,p6,p2,p6,p6,p2,p6,p10,p4,p2,p6,p6,p1,p6,p2,p11,p2,p4,p6,p6,p4,p1,p4,p6,p1,p4,p4,p6,p0,p4,p6,p4,p9,p4,p4,p1,p4,p4,p4,p0,p5,p1,p1,p4,p9,p4,p4,p1,p4,p1,p9,p4,p4,p1,p1,p1,p4,p4,p3,p4,p1,p4,p1,p1,p4,p1,p1,p0,p4,p1,p4,p0,p1,p1,p4,p4,p4,p1,p1,p4,p1,p4,p1,p4,p4,p1,p4,p8,p4,p8,p3,p1,p4,p4,p4,p4,p6,p6,p6,p8"
campaign_smoke_task0_smoke,102,random,near_tie,4,10,52,2,0,0,True,True,True,True,0,"p2,p2,p1,p2,p6,p1,p3,p1,p6,p6,p6,p3,p6,p5,p0,p5,p6,p3,p5,p0,p1,p5,p0,p5,p1,p5,p5,p4,p2,p2,p5,p6,p1,p5,p3,p2,p2,p7,p7,p3,p1,p3,p2,p2,p2,p7,p1,p3,p7,p7,p2,p2"
campaign_smoke_task0_smoke,103,random,near_tie,8,12,110,0,0,0,True,True,True,True,0,"p0,p0,p0,p0,p4,p0,p0,p0,p0,p0,p0,p0,p0,p4,p0,p0,p0,p0,p0,p0,p0,p0,p4,p5,p0,p0,p0,p0,p4,p4,p4,p0,p0,p0,p0,p0,p0,p0,p4,p0,p0,p0,p0,p4,p4,p0,p0,p0,p0,p0,p4,p0,p4,p0,p0,p0,p11,p0,p4,p0,p4,p0,p2,p0,p4,p0,p0,p4,p2,p0,p4,p0,p0,p0,p2,p0,p0,p4,p0,p2,p11,p0,p11,p0,p11,p0,p11,p4,p0,p0,p4,p4,p0,p0,p11,p0,p0,p4,p11,p6,p11,p4,p0,p4,p4,p6,p11,p4,p4,p3"
campaign_smoke_task0_smoke,104,random,near_tie,5,9,47,0,0,0,True,True,True,True,0,"p2,p2,p2,p3,p8,p8,p4,p3,p8,p4,p3,p8,p3,p0,p8,p8,p3,p3,p0,p1,p0,p1,p4,p0,p4,p3,p1,p0,p3,p0,p7,p0,p0,p3,p0,p0,p7,p7,p0,p3,p0,p8,p0,p0,p8,p8,p7"
campaign_smoke_task0_smoke,105,random,noisy,5,6,39,0,0,0,True,True,True,True,0,"p1,p1,p1,p1,p1,p1,p1,p1,p1,p3,p1,p1,p5,p3,p5,p5,p3,p0,p5,p5,p5,p1,p5,p2,p5,p5,p4,p0,p4,p5,p4,p5,p4,p5,p1,p4,p4,p0,p3"
campaign_smoke_task0_smoke,106,random,noisy,6,7,44,0,0,1,True,True,True,True,0,"p2,p5,p3,p1,p6,p3,p0,p6,p0,p5,p2,p0,p1,p6,p1,p3,p3,p0,p4,p5,p3,p2,p2,p4,p0,p5,p3,p4,p4,p0,p6,p4,p4,p0,p1,p5,p0,p3,p6,p6,p1,p2,p4,p4"
campaign_smoke_task0_smoke,107,random,noisy,6,7,44,0,0,0,True,True,True,True,0,"p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p3,p6,p6,p6,p6,p6,p6,p6,p0,p0,p0,p6,p0,p6,p6,p6,p1,p2,p6,p1,p6,p0,p6,p6,p6,p1,p1,p6"
campaign_smoke_task0_smoke,108,random,adv_bias,3,7,44,4,3,48,False,True,True,False,1,"p0,p0,p2,p1,p0,p0,p6,p1,p6,p1,p1,p1,p1,p3,p4,p1,p0,p3,p3,p1,p0,p3,p0,p1,p4,p1,p3,p4,p4,p4,p5,p5,p5,p4,p5,p5,p5,p0,p5,p2,p6,p3,p2,p3"
campaign_smoke_task0_smoke,109,random,near_tie,4,8,74,0,0,1,True,True,True,True,0,"p1,p1,p1,p3,p0,p1,p4,p2,p1,p4,p1,p3,p3,p1,p2,p2,p4,p7,p1,p2,p6,p1,p3,p6,p4,p2,p5,p1,p7,p4,p0,p7,p4,p7,p1,p2,p1,p2,p5,p1,p2,p1,p6,p6,p1,p1,p3,p1,p5,p1,p1,p1,p5,p4,p1,p6,p5,p5,p1,p1,p5,p5,p1,p2,p2,p3,p2,p0,p2,p1,p6,p3,p3,p5"
campaign_smoke_task0_smoke,110,random,noisy,4,5,64,0,0,2,True,True,True,True,0,"p3,p3,p3,p2,p1,p1,p3,p3,p4,p1,p1,p3,p3,p3,p0,p4,p4,p3,p1,p4,p1,p4,p1,p0,p3,p0,p1,p1,p1,p0,p0,p1,p0,p3,p1,p0,p0,p4,p1,p1,p4,p2,p4,p0,p4,p3,p1,p0,p3,p4,p1,p2,p1,p0,p3,p0,p4,p2,p3,p4,p2,p2,p1,p2"
campaign_smoke_task0_smoke,111,random,near_tie,3,8,35,2,0,0,True,True,True,True,0,"p5,p5,p5,p5,p5,p5,p5,p4,p5,p2,p5,p1,p0,p4,p0,p0,p0,p1,p4,p4,p2,p1,p4,p4,p4,p4,p5,p4,p0,p4,p4,p5,p4,p4,p2"
campaign_smoke_task0_smoke,112,random,noisy,2,6,33,0,0,1,True,True,True,True,0,"p3,p3,p3,p0,p3,p1,p5,p0,p0,p2,p5,p2,p2,p3,p3,p0,p4,p0,p0,p0,p3,p0,p4,p3,p3,p3,p3,p3,p5,p5,p5,p5,p3"
campaign_smoke_task0_smoke,113,random,adv_bias,4,5,65,7,8,102,False,True,True,False,1,"p1,p3,p1,p4,p1,p1,p1,p1,p1,p1,p1,p4,p0,p2,p2,p0,p2,p0,p3,p0,p0,p3,p0,p0,p1,p2,p0,p0,p1,p0,p3,p0,p0,p2,p4,p1,p4,p0,p3,p3,p0,p3,p4,p2,p0,p0,p2,p4,p0,p2,p4,p3,p4,p2,p1,p1,p0,p4,p0,p4,p0,p0,p3,p4,p0"
campaign_smoke_task0_smoke,114,random,noisy,4,6,44,1,0,0,True,True,True,True,0,"p1,p1,p2,p0,p0,p5,p5,p5,p5,p2,p2,p1,p3,p0,p2,p2,p5,p5,p3,p0,p0,p4,p1,p0,p2,p5,p1,p0,p5,p4,p3,p0,p1,p2,p0,p4,p3,p4,p5,p5,p5,p0,p4,p0"
campaign_smoke_task0_smoke,115,random,adv_bias,8,9,118,11,28,462,False,True,True,False,2,"p4,p7,p4,p1,p0,p0,p7,p5,p5,p5,p4,p3,p8,p0,p3,p2,p0,p3,p7,p2,p6,p0,p2,p5,p4,p2,p2,p4,p7,p7,p0,p6,p4,p2,p6,p4,p3,p3,p7,p4,p6,p3,p3,p3,p7,p5,p8,p7,p1,p5,p3,p0,p3,p0,p2,p0,p5,p0,p2,p4,p6,p4,p1,p5,p4,p1,p5,p1,p6,p4,p4,p4,p8,p0,p4,p0,p4,p6,p0,p6,p4,p8,p5,p3,p0,p6,p6,p8,p8,p0,p8,p0,p0,p5,p8,p0,p2,p8,p0,p1,p2,p7,p7,p5,p1,p0,p2,p0,p8,p8,p8,p7,p2,p0,p2,p2,p2,p8"
campaign_smoke_task0_smoke,116,random,noisy,3,5,27,1,0,0,True,True,True,True,0,"p2,p2,p2,p2,p4,p2,p2,p3,p2,p0,p1,p4,p4,p0,p0,p1,p1,p1,p1,p0,p0,p1,p0,p0,p0,p1,p0"
campaign_smoke_task0_smoke,117,random,near_tie,5,6,89,0,0,1,True,True,True,True,0,"p0,p0,p0,p2,p0,p2,p3,p0,p5,p2,p3,p2,p3,p2,p4,p2,p2,p3,p4,p3,p0,p3,p2,p5,p2,p5,p2,p3,p3,p2,p3,p3,p3,p2,p3,p3,p3,p2,p0,p3,p2,p2,p3,p3,p4,p3,p1,p2,p4,p2,p4,p4,p1,p4,p4,p2,p2,p5,p5,p2,p5,p2,p2,p1,p0,p5,p3,p3,p4,p2,p5,p4,p1,p0,p3,p0,p1,p1,p4,p4,p1,p2,p0,p0,p3,p0,p3,p0,p2"
campaign_smoke_task0_smoke,118,random,noisy,6,8,50,0,0,0,True,True,True,True,0,"p5,p2,p2,p0,p5,p0,p0,p0,p2,p5,p0,p0,p3,p5,p0,p5,p0,p0,p2,p5,p5,p5,p5,p3,p2,p5,p2,p5,p2,p5,p5,p5,p2,p2,p2,p2,p2,p2,p0,p2,p1,p5,p7,p2,p2,p2,p0,p2,p2,p6"
campaign_smoke_task0_smoke,119,random,near_tie,6,10,96,1,0,1,False,False,True,False,2,"p6,p3,p6,p7,p6,p7,p8,p0,p6,p7,p9,p3,p9,p6,p8,p6,p7,p0,p7,p8,p6,p8,p9,p0,p4,p6,p4,p9,p7,p0,p4,p8,p8,p1,p5,p3,p9,p5,p7,p2,p6,p5,p7,p9,p9,p5,p1,p7,p5,p5,p4,p6,p0,p1,p7,p9,p9,p6,p6,p9,p5,p8,p9,p6,p0,p9,p9,p1,p8,p5,p9,p5,p4,p0,p8,p0,p9,p4,p8,p0,p4,p1,p8,p4,p2,p6,p3,p7,p4,p4,p2,p1,p6,p3,p6,p0"
campaign_smoke_task0_smoke,120,random,noisy,2,6,22,0,0,0,True,True,True,True,0,"p1,p2,p2,p2,p2,p2,p2,p2,p5,p2,p2,p5,p2,p0,p5,p1,p2,p4,p5,p5,p5,p5"
campaign_smoke_task0_smoke,121,random,noisy,8,12,90,0,0,1,True,True,True,True,0,"p4,p3,p4,p3,p7,p3,p3,p4,p4,p3,p10,p3,p6,p8,p2,p3,p1,p11,p10,p11,p3,p3,p10,p1,p10,p7,p5,p6,p1,p6,p4,p6,p3,p10,p7,p1,p4,p4,p3,p1,p9,p10,p8,p7,p3,p1,p7,p8,p9,p8,p4,p4,p6,p7,p7,p8,p8,p4,p3,p8,p1,p11,p3,p4,p10,p2,p6,p10,p7,p0,p11,p8,p4,p0,p3,p1,p10,p11,p11,p3,p10,p9,p9,p0,p10,p2,p10,p3,p3,p8"
campaign_smoke_task0_smoke,122,random,near_tie,4,5,71,0,0,0,True,True,True,True,0,"p1,p1,p3,p3,p0,p2,p4,p0,p2,p2,p0,p2,p4,p2,p0,p1,p1,p2,p1,p1,p3,p1,p3,p1,p3,p4,p2,p2,p4,p2,p3,p0,p0,p2,p2,p2,p3,p2,p2,p3,p0,p3,p0,p4,p3,p3,p4,p2,p0,p1,p2,p1,p3,p2,p4,p2,p2,p2,p2,p2,p4,p0,p4,p1,p4,p4,p3,p3,p0,p4,p3"
campaign_smoke_task0_smoke,123,random,near_tie,6,14,92,1,0,0,True,True,True,True,0,"p9,p7,p5,p7,p4,p6,p2,p5,p5,p4,p4,p9,p2,p2,p5,p6,p8,p2,p12,p2,p10,p6,p0,p9,p2,p6,p6,p6,p2,p11,p9,p9,p6,p10,p9,p6,p0,p4,p2,p12,p4,p2,p1,p5,p10,p13,p1,p4,p13,p6,p3,p1,p12,p8,p6,p2,p8,p8,p13,p0,p10,p6,p6,p12,p0,p0,p2,p7,p7,p10,p5,p6,p5,p4,p7,p13,p0,p10,p9,p13,p9,p3,p2,p9,p3,p7,p3,p9,p5,p0,p2,p1"
campaign_smoke_task0_smoke,124,random,adv_bias,6,8,116,11,25,347,False,True,True,False,1,"p7,p5,p3,p5,p3,p7,p5,p5,p3,p4,p5,p4,p7,p7,p7,p1,p4,p5,p7,p7,p1,p5,p0,p7,p4,p7,p4,p0,p5,p5,p5,p6,p4,p3,p4,p7,p4,p1,p5,p6,p4,p6,p7,p3,p4,p4,p2,p4,p4,p0,p6,p0,p6,p3,p1,p6,p4,p1,p1,p6,p4,p4,p1,p1,p1,p3,p2,p4,p1,p5,p6,p1,p5,p6,p1,p4,p1,p1,p6,p1,p0,p6,p1,p1,p0,p0,p2,p4,p1,p6,p2,p0,p1,p5,p0,p0,p5,p0,p5,p2,p5,p0,p5,p4,p5,p5,p4,p5,p5,p1,p2,p4,p5,p1,p4,p5"
campaign_smoke_task0_smoke,125,random,adv_bias,2,6,30,5,0,14,True,True,True,True,0,"p5,p5,p2,p4,p5,p5,p3,p1,p2,p2,p3,p3,p1,p4,p5,p3,p3,p0,p5,p5,p5,p5,p4,p4,p2,p3,p4,p2,p2,p4"
campaign_smoke_task0_smoke,126,random,adv_bias,6,14,42,3,4,47,False,True,True,False,1,"p6,p2,p4,p2,p6,p6,p6,p6,p6,p7,p6,p9,p9,p1,p4,p4,p2,p9,p4,p4,p13,p4,p6,p1,p1,p9,p4,p13,p6,p13,p4,p6,p4,p4,p13,p6,p5,p5,p5,p3,p3,p8"
campaign_smoke_task0_smoke,127,random,adv_bias,6,14,97,17,46,353,False,False,True,False,5,"p9,p4,p4,p9,p0,p0,p9,p2,p9,p7,p9,p10,p6,p4,p2,p9,p9,p8,p8,p9,p9,p4,p4,p5,p1,p8,p0,p1,p11,p0,p8,p4,p5,p2,p5,p0,p9,p2,p0,p8,p9,p8,p4,p1,p7,p5,p9,p2,p5,p1,p4,p9,p7,p5,p5,p1,p9,p1,p4,p9,p8,p4,p8,p1,p11,p1,p9,p10,p8,p6,p3,p1,p8,p2,p0,p1,p7,p0,p6,p6,p2,p5,p9,p0,p2,p10,p3,p10,p0,p5,p3,p3,p1,p5,p7,p3,p4"
campaign_smoke_task0_smoke,128,random,adv_bias,4,5,54,6,6,79,True,True,True,True,0,"p3,p1,p1,p0,p1,p0,p2,p0,p1,p0,p4,p3,p2,p2,p2,p2,p1,p2,p4,p2,p4,p2,p1,p0,p1,p4,p1,p1,p4,p0,p1,p0,p0,p1,p3,p1,p3,p4,p0,p2,p4,p3,p3,p2,p2,p1,p1,p4,p1,p1,p2,p2,p4,p1"
campaign_smoke_task0_smoke,129,random,near_tie,3,5,59,0,0,2,True,True,True,True,0,"p1,p3,p4,p4,p2,p3,p1,p4,p4,p4,p3,p3,p0,p0,p4,p2,p0,p0,p2,p0,p1,p3,p0,p0,p4,p1,p3,p4,p4,p0,p4,p1,p0,p4,p4,p0,p4,p4,p0,p4,p4,p4,p3,p1,p1,p4,p0,p4,p3,p3,p0,p2,p4,p2,p2,p2,p2,p0,p3"
campaign_smoke_task0_smoke,130,random,noisy,5,9,51,0,0,1,True,True,True,True,0,"p6,p6,p6,p6,p1,p1,p0,p4,p6,p1,p6,p3,p6,p6,p6,p3,p6,p6,p3,p5,p6,p6,p3,p6,p6,p6,p6,p3,p2,p5,p6,p4,p6,p6,p0,p1,p2,p6,p1,p7,p4,p4,p6,p4,p5,p7,p4,p5,p2,p5,p0"
campaign_smoke_task0_smoke,131,random,near_tie,3,5,15,0,0,0,True,True,True,True,0,"p3,p3,p3,p3,p3,p4,p4,p3,p4,p4,p4,p0,p0,p1,p1"
campaign_smoke_task0_smoke,132,random,adv_bias,5,6,54,2,3,23,True,True,True,True,0,"p2,p2,p2,p2,p2,p2,p2,p2,p2,p5,p2,p2,p2,p2,p3,p3,p2,p1,p2,p5,p2,p1,p2,p1,p3,p5,p5,p5,p2,p2,p2,p2,p1,p4,p4,p2,p1,p4,p2,p1,p4,p4,p1,p4,p0,p4,p4,p1,p1,p4,p0,p4,p1,p0"
campaign_smoke_task0_smoke,133,random,near_tie,3,8,50,1,0,0,True,True,True,True,0,"p0,p0,p7,p0,p7,p7,p2,p6,p7,p1,p7,p5,p5,p1,p6,p5,p5,p6,p5,p5,p5,p6,p5,p5,p5,p5,p1,p5,p5,p5,p4,p1,p1,p1,p6,p3,p1,p6,p1,p3,p2,p3,p6,p1,p2,p2,p6,p1,p2,p1"
campaign_smoke_task0_smoke,134,random,near_tie,8,12,90,1,0,0,True,True,True,True,0,"p5,p5,p5,p5,p5,p5,p3,p3,p5,p5,p3,p5,p10,p3,p9,p5,p5,p3,p8,p5,p5,p5,p5,p3,p5,p5,p2,p5,p3,p9,p1,p10,p5,p0,p5,p0,p2,p0,p0,p0,p0,p2,p10,p5,p0,p9,p10,p0,p5,p0,p9,p0,p0,p2,p9,p3,p3,p5,p8,p5,p9,p0,p2,p2,p2,p7,p3,p2,p1,p2,p9,p3,p1,p11,p8,p2,p4,p2,p11,p7,p2,p2,p2,p11,p1,p4,p10,p2,p2,p4"
campaign_smoke_task0_smoke,135,random,adv_bias,5,6,37,3,5,71,False,True,True,False,1,"p1,p5,p4,p5,p5,p5,p5,p3,p0,p1,p2,p0,p4,p5,p3,p5,p2,p0,p2,p1,p4,p0,p4,p1,p0,p4,p0,p0,p1,p1,p5,p3,p4,p0,p4,p3,p4"
campaign_smoke_task0_smoke,136,random,noisy,2,6,25,0,0,1,True,True,True,True,0,"p1,p1,p1,p4,p4,p1,p1,p1,p1,p3,p1,p1,p3,p4,p1,p4,p1,p1,p4,p1,p3,p1,p0,p3,p1"
campaign_smoke_task0_smoke,137,random,noisy,5,7,92,1,0,1,True,True,True,True,0,"p2,p2,p2,p4,p1,p3,p2,p5,p2,p5,p6,p2,p4,p0,p5,p6,p5,p5,p6,p0,p6,p6,p2,p2,p6,p5,p4,p4,p5,p3,p3,p0,p2,p2,p3,p2,p4,p4,p2,p1,p2,p3,p4,p2,p2,p4,p1,p5,p6,p5,p4,p4,p6,p5,p3,p2,p2,p3,p1,p2,p4,p2,p2,p3,p3,p3,p0,p0,p4,p5,p3,p4,p3,p0,p3,p3,p3,p5,p3,p3,p5,p5,p3,p3,p3,p6,p3,p2,p3,p5,p1,p0"
campaign_smoke_task0_smoke,138,random,adv_bias,5,7,35,6,10,61,False,True,True,False,1,"p5,p2,p5,p5,p6,p2,p4,p0,p2,p5,p6,p4,p0,p3,p2,p6,p3,p3,p0,p3,p3,p1,p4,p3,p3,p2,p0,p6,p4,p4,p2,p0,p2,p5,p3"
campaign_smoke_task0_smoke,139,random,near_tie,4,8,59,0,0,0,True,True,True,True,0,"p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p1,p0,p0,p0,p0,p0,p0,p1,p1,p0,p0,p1,p0,p6,p0,p0,p3,p1,p6,p6,p6,p6,p0,p6,p6,p6,p6,p6,p0,p0,p6,p6,p6,p6,p6,p2,p0,p0,p0,p6,p6,p6,p6,p0,p6,p6"
campaign_smoke_task0_smoke,140,random,adv_bias,2,3,12,1,0,3,True,True,True,True,0,"p1,p1,p1,p0,p0,p0,p0,p2,p0,p2,p0,p0"
campaign_smoke_task0_smoke,141,random,adv_bias,2,3,36,0,0,10,True,True,True,True,0,"p1,p1,p1,p1,p1,p1,p0,p1,p1,p0,p0,p1,p1,p1,p1,p1,p2,p1,p1,p2,p1,p1,p2,p1,p1,p1,p2,p2,p2,p2,p2,p1,p2,p1,p1,p2"
campaign_smoke_task0_smoke,142,random,near_tie,6,14,80,1,0,2,True,True,True,True,0,"p7,p0,p10,p7,p7,p10,p5,p5,p10,p5,p2,p5,p7,p2,p2,p6,p6,p1,p8,p8,p6,p5,p11,p6,p7,p8,p2,p2,p6,p8,p8,p2,p8,p9,p9,p6,p8,p9,p1,p1,p1,p6,p8,p9,p2,p8,p8,p1,p4,p4,p4,p1,p1,p5,p3,p3,p1,p8,p11,p2,p9,p4,p3,p10,p11,p11,p4,p1,p11,p2,p1,p2,p1,p2,p3,p1,p1,p11,p2,p2"
campaign_smoke_task0_smoke,143,random,near_tie,8,9,71,0,0,0,True,True,True,True,0,"p3,p3,p3,p3,p5,p3,p7,p7,p3,p3,p5,p3,p3,p3,p3,p0,p3,p8,p3,p5,p3,p3,p1,p7,p3,p1,p1,p0,p4,p4,p5,p1,p6,p3,p6,p4,p4,p2,p4,p7,p2,p4,p4,p0,p4,p4,p4,p3,p7,p3,p7,p5,p3,p7,p4,p7,p4,p7,p3,p1,p7,p3,p7,p1,p2,p7,p7,p7,p4,p6,p6"
campaign_smoke_task0_smoke,144,random,near_tie,2,3,37,0,0,0,True,True,True,True,0,"p0,p0,p0,p0,p1,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p1,p0,p0,p0,p0,p0,p0,p2,p0,p0,p2,p2,p2,p2,p2,p2,p2"
campaign_smoke_task0_smoke,145,random,near_tie,2,3,14,0,0,0,True,True,True,True,0,"p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1"
campaign_smoke_task0_smoke,146,random,adv_bias,3,4,38,5,2,32,False,True,True,False,1,"p3,p3,p3,p0,p0,p0,p2,p2,p2,p2,p0,p0,p1,p3,p3,p2,p1,p3,p0,p3,p3,p1,p2,p1,p2,p1,p2,p0,p0,p1,p0,p0,p0,p1,p2,p3,p2,p2"
campaign_smoke_task0_smoke,147,random,adv_bias,4,5,20,0,0,0,True,True,True,True,0,"p0,p0,p4,p4,p4,p2,p2,p2,p4,p3,p2,p2,p2,p0,p0,p3,p0,p2,p2,p2"
campaign_smoke_task0_smoke,148,random,adv_bias,4,5,31,0,0,0,True,True,True,True,0,"p4,p4,p4,p4,p4,p4,p4,p3,p4,p4,p3,p4,p3,p3,p4,p3,p3,p3,p3,p3,p4,p4,p3,p4,p0,p4,p4,p3,p4,p4,p4"
campaign_smoke_task0_smoke,149,random,noisy,6,7,56,0,0,0,True,True,True,True,0,"p2,p5,p4,p5,p4,p4,p4,p5,p4,p4,p5,p4,p4,p4,p1,p4,p4,p4,p4,p4,p4,p6,p4,p6,p6,p4,p4,p4,p2,p2,p6,p4,p4,p1,p4,p6,p4,p1,p4,p4,p4,p0,p6,p4,p4,p1,p4,p6,p6,p4,p5,p4,p5,p6,p4,p3"
campaign_smoke_task0_smoke,150,random,noisy,8,18,41,1,0,0,True,True,True,True,0,"p13,p9,p7,p5,p1,p1,p13,p5,p10,p16,p1,p7,p1,p9,p2,p16,p2,p7,p5,p7,p1,p2,p0,p15,p9,p3,p3,p16,p3,p17,p7,p7,p5,p7,p16,p7,p15,p2,p16,p8,p5"
campaign_smoke_task0_smoke,151,random,noisy,2,4,34,0,0,1,True,True,True,True,0,"p1,p1,p2,p2,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p2,p1,p2,p1,p1,p2,p1,p0,p1,p2,p1,p1,p3,p3,p3,p1,p3,p3"
